state_name,district_name,district_key,shannon_index_early,simpson_index_early,crop_richness_early,total_cropped_area_early,dominant_crop_early,dominant_crop_share_early,top3_crops_share_early,shannon_index_late,simpson_index_late,crop_richness_late,total_cropped_area_late,dominant_crop_late,dominant_crop_share_late,top3_crops_share_late,shannon_change,simpson_change,richness_change
Tamil Nadu,Perambalur,TAMIL NADU|PERAMBALUR,2.3891,0.8767,31,1649441.0,Rice,0.2125,0.513,1.594,0.6784,34,510275.0,Maize,0.5121,0.8011,-0.7950999999999999,-0.19830000000000003,3
Tamil Nadu,Pudukkottai,TAMIL NADU|PUDUKKOTTAI,1.5207,0.6296,33,1287067.0,Rice,0.572,0.8241,1.3576,0.5511,32,596444.0,Rice,0.6559,0.8181,-0.16310000000000002,-0.07850000000000001,-1
Tamil Nadu,Ramanathapuram,TAMIL NADU|RAMANATHAPURAM,1.0966,0.4346,25,1365060.0,Rice,0.7432,0.8823,1.138,0.448,30,842284.0,Rice,0.7337,0.8789,0.04139999999999988,0.013400000000000023,5
Tamil Nadu,Salem,TAMIL NADU|SALEM,2.7576,0.9124,40,1996264.0,Groundnut,0.1664,0.4402,2.717,0.9056,37,1154210.0,Jowar,0.2051,0.4344,-0.04059999999999997,-0.006800000000000028,-3
Tamil Nadu,Sivaganga,TAMIL NADU|SIVAGANGA,1.1919,0.4525,31,895330.0,Rice,0.7333,0.842,1.1466,0.4538,33,462993.0,Rice,0.731,0.857,-0.045299999999999896,0.0012999999999999678,2
Tamil Nadu,Thanjavur,TAMIL NADU|THANJAVUR,1.2561,0.5035,31,1943869.0,Rice,0.6948,0.8184,1.226,0.535,31,1324431.0,Rice,0.6593,0.8934,-0.030100000000000016,0.031500000000000083,0
Tamil Nadu,The Nilgiris,TAMIL NADU|THE NILGIRIS,2.0913,0.8262,31,53331.0,Rice,0.2822,0.6666,2.0549,0.8493,23,24950.0,Potato,0.2082,0.5904,-0.03639999999999999,0.02310000000000001,-8
Tamil Nadu,Theni,TAMIL NADU|THENI,2.6571,0.907,35,786912.0,Rice,0.1793,0.4293,2.611,0.8874,39,415795.0,Coconut,0.2532,0.4809,-0.046099999999999586,-0.019600000000000062,4
Tamil Nadu,Thiruvallur,TAMIL NADU|THIRUVALLUR,1.3078,0.5524,31,1210927.0,Rice,0.6441,0.8655,0.9241,0.375,31,620308.0,Rice,0.7842,0.9078,-0.38370000000000004,-0.1774,0
Tamil Nadu,Thiruvarur,TAMIL NADU|THIRUVARUR,1.0532,0.509,27,1879947.0,Rice,0.6679,0.9486,1.0883,0.5425,24,1457561.0,Rice,0.6396,0.9481,0.03510000000000013,0.033499999999999974,-3
Tamil Nadu,Tiruchirappalli,TAMIL NADU|TIRUCHIRAPPALLI,2.2602,0.8185,36,1548982.0,Rice,0.3388,0.657,2.2377,0.8347,34,740760.0,Rice,0.3053,0.6086,-0.02250000000000041,0.016199999999999992,-2
Tamil Nadu,Tirunelveli,TAMIL NADU|TIRUNELVELI,2.0248,0.7316,38,1269073.0,Rice,0.4925,0.6585,1.8185,0.7367,36,777181.0,Rice,0.4554,0.7383,-0.20629999999999993,0.005099999999999993,-2
Tamil Nadu,Tiruvannamalai,TAMIL NADU|TIRUVANNAMALAI,1.8146,0.7368,37,2233540.0,Rice,0.3627,0.7859,1.6903,0.7119,37,1386470.0,Rice,0.4598,0.8074,-0.12430000000000008,-0.024900000000000033,0
Tamil Nadu,Tuticorin,TAMIL NADU|TUTICORIN,2.5299,0.9045,31,1102582.0,Bajra,0.1484,0.3907,2.2404,0.8581,32,981360.0,Urad,0.2463,0.5978,-0.28949999999999987,-0.0464,1
Tamil Nadu,Vellore,TAMIL NADU|VELLORE,2.3011,0.8456,38,1690960.0,Groundnut,0.2788,0.6065,2.3398,0.8468,37,811336.0,Rice,0.2927,0.6107,0.03869999999999996,0.0011999999999999789,-1
Tamil Nadu,Villupuram,TAMIL NADU|VILLUPURAM,2.1015,0.809,34,3195360.0,Rice,0.3395,0.6598,2.006,0.8006,34,2037456.0,Rice,0.3511,0.6923,-0.09550000000000036,-0.008400000000000074,0
Tamil Nadu,Virudhunagar,TAMIL NADU|VIRUDHUNAGAR,2.5655,0.8927,33,1073087.0,Rice,0.2184,0.4687,2.3639,0.8697,33,583557.0,Maize,0.223,0.5537,-0.2016,-0.02300000000000002,0
Telangana,Adilabad,TELANGANA|ADILABAD,2.2106,0.8327,37,4829539.0,Cotton(Lint),0.3025,0.6444,1.6322,0.677,34,1622084.0,Cotton(Lint),0.5345,0.7524,-0.5783999999999998,-0.15569999999999995,-3
Telangana,Mahabubnagar,TELANGANA|MAHABUBNAGAR,2.366,0.8801,37,7344442.0,Castor Seed,0.1785,0.5059,2.0834,0.8472,26,1877498.0,Cotton(Lint),0.2437,0.5883,-0.28259999999999996,-0.03290000000000004,-11
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU|DADRA AND NAGAR HAVELI,1.6405,0.6732,20,210007.0,Rice,0.5387,0.7474,0.9778,0.396,17,100396.0,Rice,0.7704,0.8913,-0.6627000000000001,-0.2772,-3
Tripura,Dhalai,TRIPURA|DHALAI,0.6953,0.2437,20,282371.0,Rice,0.868,0.93,1.1999,0.4376,24,226894.0,Rice,0.745,0.8357,0.5045999999999999,0.1939,4
Tripura,North Tripura,TRIPURA|NORTH TRIPURA,0.4625,0.1479,20,364856.0,Rice,0.9227,0.9544,1.116,0.4059,25,191029.0,Rice,0.7668,0.8478,0.6535000000000001,0.258,5
Tripura,South Tripura,TRIPURA|SOUTH TRIPURA,0.4127,0.1319,20,667622.0,Rice,0.9313,0.9657,0.7613,0.2602,24,259147.0,Rice,0.8589,0.9055,0.34859999999999997,0.1283,4
Tripura,West Tripura,TRIPURA|WEST TRIPURA,0.3505,0.1076,20,842596.0,Rice,0.9444,0.9692,0.9906,0.3662,23,169594.0,Rice,0.7923,0.8789,0.6401000000000001,0.25860000000000005,3
Uttar Pradesh,Agra,UTTAR PRADESH|AGRA,1.6727,0.7567,32,3399579.0,Wheat,0.3456,0.8263,1.5539,0.7429,26,1932739.0,Wheat,0.3395,0.8135,-0.11880000000000002,-0.013800000000000034,-6
Uttar Pradesh,Aligarh,UTTAR PRADESH|ALIGARH,1.775,0.7266,32,3984257.0,Wheat,0.4725,0.7335,1.679,0.7269,29,2446840.0,Wheat,0.4511,0.8065,-0.09599999999999986,0.00029999999999996696,-3
Uttar Pradesh,Allahabad,UTTAR PRADESH|ALLAHABAD,1.5775,0.6937,34,4559069.0,Wheat,0.4145,0.8313,1.527,0.6746,28,2381420.0,Wheat,0.4577,0.8417,-0.05049999999999999,-0.019100000000000006,-6
