div_key,shrug_key,method,score,n_sharing_parent
UTTAR PRADESH|ALIGARH,UTTAR PRADESH|ALIGARH,exact,1.0,1.0
UTTAR PRADESH|ALLAHABAD,UTTAR PRADESH|ALLAHABAD,exact,1.0,1.0
UTTAR PRADESH|AMBEDKAR NAGAR,UTTAR PRADESH|AMBEDKAR NAGAR,exact,1.0,1.0
UTTAR PRADESH|AMETHI,UTTAR PRADESH|SULTANPUR,parent_map,1.0,2.0
UTTAR PRADESH|AMROHA,UTTAR PRADESH|JYOTIBA PHULE NAGAR,parent_map,1.0,1.0
UTTAR PRADESH|AURAIYA,UTTAR PRADESH|AURAIYA,exact,1.0,1.0
UTTAR PRADESH|AZAMGARH,UTTAR PRADESH|AZAMGARH,exact,1.0,1.0
UTTAR PRADESH|BAGHPAT,UTTAR PRADESH|BAGHPAT,exact,1.0,1.0
UTTAR PRADESH|BAHRAICH,UTTAR PRADESH|BAHRAICH,exact,1.0,1.0
UTTAR PRADESH|BALLIA,UTTAR PRADESH|BALLIA,exact,1.0,1.0
UTTAR PRADESH|BALRAMPUR,UTTAR PRADESH|BALRAMPUR,exact,1.0,1.0
UTTAR PRADESH|BANDA,UTTAR PRADESH|BANDA,exact,1.0,1.0
UTTAR PRADESH|BARABANKI,UTTAR PRADESH|BARA BANKI,parent_map,1.0,1.0
UTTAR PRADESH|BAREILLY,UTTAR PRADESH|BAREILLY,exact,1.0,1.0
UTTAR PRADESH|BASTI,UTTAR PRADESH|BASTI,exact,1.0,1.0
UTTAR PRADESH|BIJNOR,UTTAR PRADESH|BIJNOR,exact,1.0,1.0
UTTAR PRADESH|BUDAUN,UTTAR PRADESH|BUDAUN,exact,1.0,1.0
UTTAR PRADESH|BULANDSHAHR,UTTAR PRADESH|BULANDSHAHR,exact,1.0,1.0
UTTAR PRADESH|CHANDAULI,UTTAR PRADESH|CHANDAULI,exact,1.0,1.0
UTTAR PRADESH|CHITRAKOOT,UTTAR PRADESH|CHITRAKOOT,exact,1.0,1.0
UTTAR PRADESH|DEORIA,UTTAR PRADESH|DEORIA,exact,1.0,1.0
UTTAR PRADESH|ETAH,UTTAR PRADESH|ETAH,exact,1.0,1.0
UTTAR PRADESH|ETAWAH,UTTAR PRADESH|ETAWAH,exact,1.0,1.0
UTTAR PRADESH|FAIZABAD,UTTAR PRADESH|FAIZABAD,exact,1.0,1.0
UTTAR PRADESH|FARRUKHABAD,UTTAR PRADESH|FARRUKHABAD,exact,1.0,1.0
UTTAR PRADESH|FATEHPUR,UTTAR PRADESH|FATEHPUR,exact,1.0,1.0
UTTAR PRADESH|FIROZABAD,UTTAR PRADESH|FIROZABAD,exact,1.0,1.0
UTTAR PRADESH|GAUTAM BUDDHA NAGAR,UTTAR PRADESH|GAUTAM BUDDHA NAGAR,exact,1.0,1.0
UTTAR PRADESH|GHAZIABAD,UTTAR PRADESH|GHAZIABAD,exact,1.0,2.0
UTTAR PRADESH|GHAZIPUR,UTTAR PRADESH|GHAZIPUR,exact,1.0,1.0
UTTAR PRADESH|GONDA,UTTAR PRADESH|GONDA,exact,1.0,1.0
UTTAR PRADESH|GORAKHPUR,UTTAR PRADESH|GORAKHPUR,exact,1.0,1.0
UTTAR PRADESH|HAMIRPUR,UTTAR PRADESH|HAMIRPUR,exact,1.0,1.0
UTTAR PRADESH|HAPUR,UTTAR PRADESH|GHAZIABAD,parent_map,1.0,2.0
UTTAR PRADESH|HARDOI,UTTAR PRADESH|HARDOI,exact,1.0,1.0
UTTAR PRADESH|HATHRAS,UTTAR PRADESH|MAHAMAYA NAGAR,parent_map,1.0,1.0
UTTAR PRADESH|JALAUN,UTTAR PRADESH|JALAUN,exact,1.0,1.0
UTTAR PRADESH|JAUNPUR,UTTAR PRADESH|JAUNPUR,exact,1.0,1.0
UTTAR PRADESH|JHANSI,UTTAR PRADESH|JHANSI,exact,1.0,1.0
UTTAR PRADESH|KANNAUJ,UTTAR PRADESH|KANNAUJ,exact,1.0,1.0
UTTAR PRADESH|KANPUR DEHAT,UTTAR PRADESH|KANPUR DEHAT,exact,1.0,1.0
UTTAR PRADESH|KANPUR NAGAR,UTTAR PRADESH|KANPUR NAGAR,exact,1.0,1.0
UTTAR PRADESH|KASGANJ,UTTAR PRADESH|KANSHIRAM NAGAR,parent_map,1.0,1.0
UTTAR PRADESH|KAUSHAMBI,UTTAR PRADESH|KAUSHAMBI,exact,1.0,1.0
UTTAR PRADESH|KHERI,UTTAR PRADESH|KHERI,exact,1.0,1.0
UTTAR PRADESH|KUSHI NAGAR,UTTAR PRADESH|KUSHINAGAR,parent_map,1.0,1.0
UTTAR PRADESH|LALITPUR,UTTAR PRADESH|LALITPUR,exact,1.0,1.0
UTTAR PRADESH|LUCKNOW,UTTAR PRADESH|LUCKNOW,exact,1.0,1.0
UTTAR PRADESH|MAHARAJGANJ,UTTAR PRADESH|MAHRAJGANJ,parent_map,1.0,1.0
UTTAR PRADESH|MAHOBA,UTTAR PRADESH|MAHOBA,exact,1.0,1.0
UTTAR PRADESH|MAINPURI,UTTAR PRADESH|MAINPURI,exact,1.0,1.0
UTTAR PRADESH|MATHURA,UTTAR PRADESH|MATHURA,exact,1.0,1.0
UTTAR PRADESH|MAU,UTTAR PRADESH|MAU,exact,1.0,1.0
UTTAR PRADESH|MEERUT,UTTAR PRADESH|MEERUT,exact,1.0,1.0
UTTAR PRADESH|MIRZAPUR,UTTAR PRADESH|MIRZAPUR,exact,1.0,1.0
UTTAR PRADESH|MORADABAD,UTTAR PRADESH|MORADABAD,exact,1.0,2.0
UTTAR PRADESH|MUZAFFARNAGAR,UTTAR PRADESH|MUZAFFARNAGAR,exact,1.0,2.0
UTTAR PRADESH|PILIBHIT,UTTAR PRADESH|PILIBHIT,exact,1.0,1.0
UTTAR PRADESH|PRATAPGARH,UTTAR PRADESH|PRATAPGARH,exact,1.0,1.0
UTTAR PRADESH|RAE BARELI,UTTAR PRADESH|RAE BARELI,exact,1.0,1.0
UTTAR PRADESH|RAMPUR,UTTAR PRADESH|RAMPUR,exact,1.0,1.0
UTTAR PRADESH|RUDRA PRAYAG,UTTARAKHAND|RUDRAPRAYAG,parent_map,1.0,2.0
UTTAR PRADESH|SAHARANPUR,UTTAR PRADESH|SAHARANPUR,exact,1.0,1.0
UTTAR PRADESH|SAMBHAL,UTTAR PRADESH|MORADABAD,parent_map,1.0,2.0
UTTAR PRADESH|SANT KABEER NAGAR,UTTAR PRADESH|SANT KABIR NAGAR,parent_map,1.0,1.0
UTTAR PRADESH|SANT RAVIDAS NAGAR,UTTAR PRADESH|SANT RAVIDAS NAGAR BHADOHI,fuzzy_review,0.818,1.0
UTTAR PRADESH|SHAHJAHANPUR,UTTAR PRADESH|SHAHJAHANPUR,exact,1.0,1.0
UTTAR PRADESH|SHAMLI,UTTAR PRADESH|MUZAFFARNAGAR,parent_map,1.0,2.0
UTTAR PRADESH|SHRAVASTI,UTTAR PRADESH|SHRAWASTI,parent_map,1.0,1.0
UTTAR PRADESH|SIDDHARTH NAGAR,UTTAR PRADESH|SIDDHARTHNAGAR,parent_map,1.0,1.0
UTTAR PRADESH|SITAPUR,UTTAR PRADESH|SITAPUR,exact,1.0,1.0
UTTAR PRADESH|SONBHADRA,UTTAR PRADESH|SONBHADRA,exact,1.0,1.0
UTTAR PRADESH|SULTANPUR,UTTAR PRADESH|SULTANPUR,exact,1.0,2.0
UTTAR PRADESH|UDAM SINGH NAGAR,UTTARAKHAND|UDHAM SINGH NAGAR,parent_map,1.0,2.0
UTTAR PRADESH|UNNAO,UTTAR PRADESH|UNNAO,exact,1.0,1.0
UTTAR PRADESH|UTTAR KASHI,UTTARAKHAND|UTTARKASHI,parent_map,1.0,2.0
UTTAR PRADESH|VARANASI,UTTAR PRADESH|VARANASI,exact,1.0,1.0
UTTARAKHAND|ALMORA,UTTARAKHAND|ALMORA,exact,1.0,1.0
UTTARAKHAND|BAGESHWAR,UTTARAKHAND|BAGESHWAR,exact,1.0,1.0
UTTARAKHAND|CHAMOLI,UTTARAKHAND|CHAMOLI,exact,1.0,1.0
UTTARAKHAND|CHAMPAWAT,UTTARAKHAND|CHAMPAWAT,exact,1.0,1.0
UTTARAKHAND|DEHRADUN,UTTARAKHAND|DEHRADUN,exact,1.0,1.0
UTTARAKHAND|HARIDWAR,UTTARAKHAND|HARDWAR,fuzzy_auto,0.933,1.0
UTTARAKHAND|NAINITAL,UTTARAKHAND|NAINITAL,exact,1.0,1.0
UTTARAKHAND|PAURI GARHWAL,UTTARAKHAND|GARHWAL,parent_map,1.0,1.0
UTTARAKHAND|PITHORAGARH,UTTARAKHAND|PITHORAGARH,exact,1.0,1.0
UTTARAKHAND|RUDRA PRAYAG,UTTARAKHAND|RUDRAPRAYAG,fuzzy_auto,0.957,2.0
UTTARAKHAND|TEHRI GARHWAL,UTTARAKHAND|TEHRI GARHWAL,exact,1.0,1.0
UTTARAKHAND|UDAM SINGH NAGAR,UTTARAKHAND|UDHAM SINGH NAGAR,fuzzy_auto,0.97,2.0
UTTARAKHAND|UTTAR KASHI,UTTARAKHAND|UTTARKASHI,fuzzy_auto,0.952,2.0
WEST BENGAL|ALIPURDUAR,WEST BENGAL|JALPAIGURI,parent_map,1.0,2.0
WEST BENGAL|BANKURA,WEST BENGAL|BANKURA,exact,1.0,1.0
WEST BENGAL|BIRBHUM,WEST BENGAL|BIRBHUM,exact,1.0,1.0
WEST BENGAL|COOCHBEHAR,WEST BENGAL|KOCH BIHAR,parent_map,1.0,1.0
WEST BENGAL|DAKSHIN DINAJPUR,WEST BENGAL|DAKSHIN DINAJPUR,exact,1.0,1.0
WEST BENGAL|DARJEELING,WEST BENGAL|DARJILING,parent_map,1.0,2.0
WEST BENGAL|HOOGHLY,WEST BENGAL|HUGLI,parent_map,1.0,1.0
WEST BENGAL|HOWRAH,WEST BENGAL|HAORA,parent_map,1.0,1.0
WEST BENGAL|JALPAIGURI,WEST BENGAL|JALPAIGURI,exact,1.0,2.0
WEST BENGAL|JHARGRAM,WEST BENGAL|PASCHIM MEDINIPUR,parent_map,1.0,2.0
WEST BENGAL|KALIMPONG,WEST BENGAL|DARJILING,parent_map,1.0,2.0
WEST BENGAL|MALDAH,WEST BENGAL|MALDAH,exact,1.0,1.0
WEST BENGAL|MURSHIDABAD,WEST BENGAL|MURSHIDABAD,exact,1.0,1.0
WEST BENGAL|NADIA,WEST BENGAL|NADIA,exact,1.0,1.0
WEST BENGAL|NORTH 24 PARGANAS,WEST BENGAL|NORTH TWENTY FOUR PARGANAS,parent_map,1.0,1.0
WEST BENGAL|PASCHIM BARDHAMAN,WEST BENGAL|BARDDHAMAN,parent_map,1.0,2.0
WEST BENGAL|PASHCHIM MEDINIPUR,WEST BENGAL|PASCHIM MEDINIPUR,parent_map,1.0,2.0
WEST BENGAL|PURBA BARDHAMAN,WEST BENGAL|BARDDHAMAN,parent_map,1.0,2.0
WEST BENGAL|PURBA MEDINIPUR,WEST BENGAL|PURBA MEDINIPUR,exact,1.0,1.0
WEST BENGAL|PURULIA,WEST BENGAL|PURULIYA,parent_map,1.0,1.0
WEST BENGAL|SOUTH 24 PARGANAS,WEST BENGAL|SOUTH TWENTY FOUR PARGANAS,parent_map,1.0,1.0
WEST BENGAL|UTTAR DINAJPUR,WEST BENGAL|UTTAR DINAJPUR,exact,1.0,1.0
